x_m,y_m,yaw_rad
18.2000,1.5000,0.0000
18.3000,1.5000,0.0000
18.4000,1.5000,0.0000
18.5000,1.5000,0.0000
18.6000,1.5000,0.0000
18.7000,1.5000,0.0000
18.8000,1.5000,0.0000
18.9000,1.5000,0.0000
19.0000,1.5000,0.0000
19.1000,1.5000,0.0000
19.2000,1.5000,0.0000
19.3000,1.5000,0.0000
19.4000,1.5000,0.0000
19.5000,1.5000,0.0000
19.6000,1.5000,0.0000
19.7000,1.5000,0.0000
19.8000,1.5000,0.0000
19.9000,1.5000,0.0000
20.0000,1.5000,0.0000
